"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
pack-x-3-tangas-less-encaje;"Pack x 3 Tangas less encaje";"Bombachas > Pack";;;;;;;15,000.00;;0.12;5.00;15.00;12.00;5;;;SI;NO;"<p>Disfrut&aacute; de la comodidad y estilo con nuestro <strong>Pack por 3 Tangas less encaje</strong>. Cada tanguita cuenta con tiras de 1 cm que aseguran un ajuste perfecto y un refuerzo interno de el&aacute;stico para mayor durabilidad.</p>
<p>Este pack incluye colores variados: blanco, negro, rosa, rojo y avellana, seleccionados seg&uacute;n disponibilidad. Ideales para quienes buscan calidad y dise&ntilde;o en su ropa interior . Mandanos un mensajito para ver&nbsp; disponibilidad de los colores que prefieras.</p>";;;;;SI;;;;
print;Print;Conjuntos;Talle;85;;;;;18,000.00;;0.12;0.00;0.00;0.00;1;;;SI;NO;"<p>Conjunto en tul elastizado con dise&ntilde;o print</p>";;;;;SI;;;;
print;;;Talle;90;;;;;18,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
print;;;Talle;95;;;;;18,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
print;;;Talle;100;;;;;18,000.00;;0.12;0.00;0.00;0.00;1;;;;;;;;;;;;;;
amore;AMORE;Bombachas;Color;Negro;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;SI;NO;"<p>Tanga hilo dental con delantero cubierto en puntilla,tiras totalmente regulables que se adaptan hasta un XL</p>
<p>Colores Blanco, Negro, Rojo, Rosa,Nude, Fucsia, Rosa bebe</p>
<h1><span style=""color: #e03e2d;"">&nbsp;<span style=""color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""color: #e03e2d;""><span style=""color: #000000;"">f</span></span><span style=""color: #e03e2d;""><span style=""color: #000000;"">ecci&oacute;n</span></span></h1>";"bombacha sexy, bombi, erotico, hilo dental, lenceria en cordoba, lenceria erotica, lingerie, tanga, tanga erotica, tanga less, tanga sexy";;;;NO;;;;
amore;;;Color;Blanco;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
amore;;;Color;Rojo;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
amore;;;Color;Rosa;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
amore;;;Color;Fucsia;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
amore;;;Color;Avellana;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
jess;Jess;Bombachas;Color;Negro;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;SI;NO;"<p>Bombi Abierta .Tanga con delantero con puntilla y parte trasera abierta.Todas las tiras son regulables de manera que se adapta a distintos talles desde el S hasta un Xl (desde un 36 hasta un 46)</p>
<p>Colores Blanco, Negro, Rojo, Fucsia, Rosa bebe y Nude</p>
<p>&nbsp;</p>
<h1><span style=""color: #e03e2d;""><span style=""color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""color: #e03e2d;""><span style=""color: #000000;"">f</span></span><span style=""color: #e03e2d;""><span style=""color: #000000;"">ecci&oacute;n</span></span></h1>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>";"bombacha, bombacha erotica, Bombacha sexy, lenceria erotica, sexy, tanga, tanga erotica, tanga sexy";;;;NO;;;;
jess;;;Color;Blanco;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
jess;;;Color;Rojo;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
jess;;;Color;Rosa;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
jess;;;Color;Fucsia;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
jess;;;Color;Avellana;;;;;9,500.00;;0.00;0.00;0.00;0.00;5;;;;;;;;;;;;;;
gift-card;"GIFT CARD";"Gift Cards";;;;;;;2,800.00;;0.00;0.00;0.00;0.00;1;GIFTY;;NO;NO;"Al comprar esta GiftCard, recibirás un código único en tu email para enviar y compartir con la persona que quieras";;;;;NO;;;;
scrunchies;Scrunchies;;Color;Negro;;;;;1,000.00;;0.05;0.00;0.00;0.00;0;;;SI;NO;"<p>Srunchie de tela suave, diferentes tama&ntilde;os</p>
";;;;;SI;;;;
scrunchies;;;Color;Gris;;;;;1,000.00;;0.05;0.00;0.00;0.00;0;;;;;;;;;;;;;;
scrunchies;;;Color;Beige;;;;;1,000.00;;0.05;0.00;0.00;0.00;0;;;;;;;;;;;;;;
scrunchies;;;Color;Blanco;;;;;1,000.00;;0.05;0.00;0.00;0.00;0;;;;;;;;;;;;;;
bombi-maly;"Bombi Maly";Bombachas;Color;Negro;;;;;10,500.00;;0.05;3.00;10.00;5.00;5;;;SI;NO;"<p>Tanga less en suave encaje elastizado&nbsp;&nbsp;(tiras en la cadera y en la cintura ) con adorno de argollitas, breteles anchos de 1 cm todas las tiras son&nbsp; regulables</p>
<h1><span style=""color: #e03e2d;""><span style=""color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""color: #e03e2d;""><span style=""color: #000000;"">f</span></span><span style=""color: #e03e2d;""><span style=""color: #000000;"">ecci&oacute;n</span></span></h1>";;;;;SI;;;;
bombi-maly;;;Color;Blanco;;;;;10,500.00;;0.05;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-maly;;;Color;Rojo;;;;;10,500.00;;0.05;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-maly;;;Color;Rosa;;;;;10,500.00;;0.05;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-maly;;;Color;Avellana;;;;;10,500.00;;0.05;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-maly;;;Color;Fucsia;;;;;10,500.00;;0.05;3.00;10.00;5.00;5;;;;;;;;;;;;;;
carmela;Carmela;Bombachas;Color;Negro;;;;;9,500.00;;0.04;3.00;10.00;5.00;5;;;SI;NO;"<p>Tanga less con adorno de argollas en la delantera.</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";;;;;SI;;;;
carmela;;;Color;Blanco;;;;;9,500.00;;0.04;3.00;10.00;5.00;5;;;;;;;;;;;;;;
carmela;;;Color;Rojo;;;;;9,500.00;;0.04;3.00;10.00;5.00;5;;;;;;;;;;;;;;
carmela;;;Color;Rosa;;;;;9,500.00;;0.04;3.00;10.00;5.00;5;;;;;;;;;;;;;;
carmela;;;Color;Avellana;;;;;9,500.00;;0.04;3.00;10.00;5.00;5;;;;;;;;;;;;;;
tanga-tiffany;"Tanga Tiffany";Bombachas;Color;Negro;Talle;1;;;12,500.00;;10,000.00;0.00;0.00;0.10;5;;;SI;NO;"<p>Tanga less en fina puntilla de encaje suave elastizado.Super original con 4 tiras , 2 en la cadera y dos en la cintutra con el&aacute;stico&nbsp;ancho de 1 cm.Todas las tiras son totalmente&nbsp; regulables&nbsp;</p>
<p>&nbsp;</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";;;;;SI;;;;
tanga-tiffany;;;Color;Negro;Talle;2;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Blanco;Talle;1;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Blanco;Talle;2;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Rojo;Talle;1;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Rojo;Talle;2;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Rosa;Talle;1;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Rosa;Talle;2;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Avellana;Talle;1;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-tiffany;;;Color;Avellana;Talle;2;;;12,500.00;;0.05;0.00;0.00;0.10;5;;;;;;;;;;;;;;
tanga-less-basica;"Tanga Less Básica";Bombachas;Color;Negro;;;;;6,500.00;;0.03;3.00;10.00;5.00;5;;;SI;NO;"<p>Tanga less en suave encaje elastizado con refuerzo interno para mayor durabilidad con tiras anchas de 1 cm todas regulables.</p>";;;;;SI;;;;
tanga-less-basica;;;Color;Blanco;;;;;6,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
tanga-less-basica;;;Color;Rojo;;;;;6,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
tanga-less-basica;;;Color;Rosa;;;;;6,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
tanga-less-basica;;;Color;Avellana;;;;;6,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;"Bombi Ninna";Bombachas;Color;Negro;Talle;1;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;SI;NO;"<p>Tanga less de encaje con breteles anchos en la cadera y 4 tiras de adorno en la cintura</p>
<p>Talle 1 36 al 42</p>
<p>Talle 2 42 al 48</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";;;;;SI;;;;
bombi-ninna;;;Color;Negro;Talle;2;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Blanco;Talle;1;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Blanco;Talle;2;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Rojo;Talle;1;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Rojo;Talle;2;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Rosa;Talle;1;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Rosa;Talle;2;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Fucsia;Talle;1;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
bombi-ninna;;;Color;Fucsia;Talle;2;;;8,500.00;;0.03;3.00;10.00;5.00;5;;;;;;;;;;;;;;
tanga-paris;"Tanga Paris";Bombachas;Color;Negro;Talle;1;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;SI;NO;"<p>Tanga less de encaje con breteles regulables anchos de 1 cm y&nbsp; con&nbsp;tiras dobles en la cadera&nbsp;</p>

<p>Talle 1 del 36 al 42</p>

<p>Talle 2 del 42 al 46</p>
";"bombi, tanga less, tanga rosa, tanga sexy";"tanga  , tanga less, tanga encaje, ";;;SI;;;;
tanga-paris;;;Color;Negro;Talle;2;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Blanco;Talle;1;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Blanco;Talle;2;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Rojo;Talle;1;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Rojo;Talle;2;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Rosa;Talle;1;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Rosa;Talle;2;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Fucsia;Talle;1;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Fucsia;Talle;2;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Avellana;Talle;1;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
tanga-paris;;;Color;Avellana;Talle;2;;;4,500.00;;0.02;3.00;10.00;8.00;0;;;;;;;;;;;;;;
corset-anastasia;"Corset Anastasia";Corset;Color;Negro;Talle;85;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;SI;NO;"<p>Corset en tul plumet&iacute; elastizado y puntillas con ballenas para mejor sost&eacute;n..Tazas forradas&nbsp; y espalda 3 con tiras regulables</p>
<p>.</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
</div>
<div class=""social-share "" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;""><a class=""social-share-button"" style=""box-sizing: inherit; text-decoration-line: none; color: #000000; transition: 0.4s; margin: 5px;"" title=""Compartir en Facebook"" href=""https://www.facebook.com/sharer/sharer.php?u=https://www.sakulenceria.com/productos/bombi-maly/"" target=""_blank"" rel=""noopener"" data-network=""facebook"" aria-label=""Compartir en Facebook"">&nbsp;</a><a class=""social-share-button"" style=""box-sizing: inherit; text-decoration-line: none; color: #000000; transition: 0.4s; margin: 5px;"" title=""Compartir en Twitter"" href=""https://twitter.com/share?url=https://www.sakulenceria.com/productos/bombi-maly/"" target=""_blank"" rel=""noopener"" data-network=""twitter"" aria-label=""Compartir en Twitter""> </a></div>";"corse, corset, corset de lenceria, corset en tul, corset encaje, corset lenceria, corset lingerie, corset negro, corset puntilla, corset tul, lenceria en negro, sexy corset";;;;SI;;;;
corset-anastasia;;;Color;Negro;Talle;90;;;17,000.00;;0.12;5.00;13.00;15.00;3;;;;;;;;;;;;;;
corset-anastasia;;;Color;Negro;Talle;95;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Negro;Talle;100;;;17,000.00;;0.12;5.00;13.00;15.00;5;;;;;;;;;;;;;;
corset-anastasia;;;Color;Negro;Talle;105;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Blanco;Talle;85;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Blanco;Talle;90;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Blanco;Talle;95;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Blanco;Talle;100;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Blanco;Talle;105;;;17,000.00;;0.12;5.00;13.00;15.00;4;;;;;;;;;;;;;;
corset-anastasia;;;Color;Rojo;Talle;85;;;17,000.00;;0.12;5.00;13.00;15.00;0;;;;;;;;;;;;;;
corset-anastasia;;;Color;Rojo;Talle;90;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Rojo;Talle;95;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Rojo;Talle;100;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
corset-anastasia;;;Color;Rojo;Talle;105;;;17,000.00;;0.12;5.00;13.00;15.00;2;;;;;;;;;;;;;;
conjunto-tassia;"Conjunto Tassia";Conjuntos;Color;Negro;Talle;85;;;25,000.00;;0.00;3.00;13.00;15.00;5;;;SI;NO;"<p>Conjunto con arco, toda la espalda regulable lo que hace m&aacute;s pr&aacute;ctico su calce&nbsp;y estar super confortables&nbsp;, tanga less en pico adelante y atras con doble tiras (todas regulables)</p>
<h1>Demora de 2 a 5 d&iacute;as para confecci&oacute;n</h1>";"conjunto encaaje, conjunto erotico, conjuntos con arco, erotico, lingerie, sexy";"Conjunto con arco";"conjunto con arco de encaje";;SI;;;;
conjunto-tassia;;;Color;Negro;Talle;90;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Negro;Talle;95;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Negro;Talle;100;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Negro;Talle;105;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Blanco;Talle;85;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Blanco;Talle;90;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Blanco;Talle;95;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Blanco;Talle;100;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Blanco;Talle;105;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rojo;Talle;85;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rojo;Talle;90;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rojo;Talle;95;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rojo;Talle;100;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rojo;Talle;105;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Fucsia;Talle;85;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Fucsia;Talle;90;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Fucsia;Talle;95;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Fucsia;Talle;100;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Fucsia;Talle;105;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rosa;Talle;85;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rosa;Talle;90;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rosa;Talle;95;;;25,000.00;;0.12;3.00;13.00;15.00;5;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rosa;Talle;100;;;25,000.00;;0.12;3.00;13.00;15.00;2;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Rosa;Talle;105;;;25,000.00;;0.12;3.00;13.00;15.00;2;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Avellana;Talle;85;;;25,000.00;;0.12;3.00;13.00;15.00;2;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Avellana;Talle;90;;;25,000.00;;0.12;3.00;13.00;15.00;2;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Avellana;Talle;95;;;25,000.00;;0.12;3.00;13.00;15.00;2;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Avellana;Talle;100;;;25,000.00;;0.12;3.00;13.00;15.00;2;;;;;;;;;;;;;;
conjunto-tassia;;;Color;Avellana;Talle;105;;;25,000.00;;0.12;3.00;13.00;15.00;2;;;;;;;;;;;;;;
culote-con-faja;"Culote con faja";Bombachas;Color;Negro;Talles;1;;;12,000.00;;0.08;3.00;11.00;13.00;0;;;SI;NO;"<p>Culote en encaje elastizado mas faja en retrespandex</p>

<p>Talle 1 del 36&nbsp;al 42&nbsp;&nbsp;</p>

<p>Talle2 del 42&nbsp;al 48</p>

<p>&nbsp;</p>
";"cachetero, culote, culote con faja, culote de encaje, culote sexy";;;;SI;;;;
culote-con-faja;;;Color;Negro;Talles;2;;;12,000.00;;0.08;3.00;11.00;13.00;0;;;;;;;;;;;;;;
culote-con-faja;;;Color;Blanco;Talles;1;;;12,000.00;;0.08;3.00;11.00;13.00;0;;;;;;;;;;;;;;
culote-con-faja;;;Color;Blanco;Talles;2;;;12,000.00;;0.08;3.00;11.00;13.00;0;;;;;;;;;;;;;;
monaco-combinado-fucsia-y-blanco;"Mónaco Combinado Fucsia y Blanco";Conjuntos;Color;Fucsia;Talle;85;;;32,000.00;;0.12;3.00;11.00;13.00;0;;;SI;NO;"<h2 style=""font-weight: normal; line-height: 1.2; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; text-align: center;""><span style=""color: rgb(0, 0, 0);""><strong><em>Conjunto en puntilla elastizada fucsia combinado con tiras en color blanco.Arn&eacute;s desmontable.Bombachita alta less con tres tiras en cada costado, totalmente regulables adaptada a cada talle.</em></strong></span></h2>
";;;;;SI;;;;
monaco-combinado-fucsia-y-blanco;;;Color;Fucsia;Talle;90;;;32,000.00;;0.12;3.00;11.00;13.00;0;;;;;;;;;;;;;;
monaco-combinado-fucsia-y-blanco;;;Color;Fucsia;Talle;95;;;32,000.00;;0.12;3.00;11.00;13.00;0;;;;;;;;;;;;;;
monaco-combinado-fucsia-y-blanco;;;Color;Fucsia;Talle;100;;;32,000.00;;0.12;3.00;11.00;13.00;0;;;;;;;;;;;;;;
monaco-combinado-fucsia-y-blanco;;;Color;Fucsia;Talle;105;;;32,000.00;;0.12;3.00;11.00;13.00;0;;;;;;;;;;;;;;
top-lizz-mas-culotte-con-faja;"Top Lizz mas culotte con faja";Tops;Color;Negro;Talle;85;;;24,000.00;;0.15;3.00;11.00;13.00;0;;;SI;NO;"<p>Top en encaje negro forrado en color blanco, espalda con tiras regulables para mejor calce y comodidad.Lo acomp&aacute;&ntilde;a un original culotte less, con faja en la cintura.</p>
";;;;;SI;;;;
top-lizz-mas-culotte-con-faja;;;Color;Negro;Talle;90;;;24,000.00;;0.15;3.00;11.00;13.00;0;;;;;;;;;;;;;;
top-lizz-mas-culotte-con-faja;;;Color;Negro;Talle;95;;;24,000.00;;0.15;3.00;11.00;13.00;0;;;;;;;;;;;;;;
top-lizz-mas-culotte-con-faja;;;Color;Negro;Talle;100;;;24,000.00;;0.15;3.00;11.00;13.00;0;;;;;;;;;;;;;;
top-lizz-mas-culotte-con-faja;;;Color;Negro;Talle;105;;;24,000.00;;0.15;3.00;11.00;13.00;0;;;;;;;;;;;;;;
conjunto-balconette-dianna;"Conjunto Balconette Dianna";Conjuntos;Color;Negro;Talle;85;;;27,000.00;;0.12;3.00;11.00;13.00;3;;;SI;NO;"<p>Conjunto con arco estilo balconette, (todo recto) , breteles desmontables para usarlos o no , lo acompa&ntilde;a tanguita less con elasticos regulables de 1 cm de ancho.</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h3 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;"">&nbsp;</h3>
<h3><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></h3>
</div>";"corpino balconette, corpino con arco, corpino con aro, lenceria en cordoba, lenceria por mayor";;;;SI;;;;
conjunto-balconette-dianna;;;Color;Negro;Talle;90;;;27,000.00;;0.12;3.00;11.00;13.00;3;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Negro;Talle;95;;;27,000.00;;0.12;3.00;11.00;13.00;3;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Negro;Talle;100;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Negro;Talle;105;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Blanco;Talle;85;;;27,000.00;;0.12;3.00;11.00;13.00;1;;;;;;;;;;;;;;
